309.888779,40.005641,1,1,1,1,3
309.914511,40.010967,1,1,1,1,2
309.872891,40.011514,1,1,1,1,5
309.743169,40.011796,1,1,1,1,1
309.926296,40.012278,1,1,1,1,2
309.776017,40.013045,1,1,1,1,1
300.320166,40.013503,1,1,1,1,1
300.243164,40.014856,1,1,1,1,1
309.851962,40.015475,1,1,1,2,5
300.017168,40.019714,1,1,1,1,1
309.859470,40.020918,1,1,2,3,5
309.715040,40.021062,1,1,1,1,1
309.620394,40.021293,1,1,1,1,2
309.892618,40.021968,1,1,1,1,3
309.862074,40.022916,1,1,2,2,6
300.359388,40.024235,1,1,1,1,1
309.811285,40.024274,1,1,1,1,1
309.842478,40.026872,1,1,1,1,4
309.478970,40.027809,1,1,1,1,1
309.633190,40.027818,1,1,1,1,2
300.434354,40.030727,1,1,1,1,1
309.883101,40.030838,1,1,1,1,2
309.862321,40.037504,1,1,1,1,2
300.127505,40.038066,1,1,1,1,1
309.599611,40.039523,1,1,1,1,1
300.695761,40.039711,1,1,1,1,1
300.405031,40.042535,1,1,1,1,1
300.021172,40.042988,1,1,1,1,3
301.104330,40.043700,1,1,1,1,1
301.282246,40.048585,1,1,1,1,1
309.992189,40.049704,1,1,1,1,1
308.811356,40.049882,1,1,1,1,2
308.930150,40.050633,1,1,1,1,1
300.029008,40.051656,1,1,1,2,3
300.907526,40.052414,1,1,1,1,1
309.887719,40.053389,1,1,1,1,1
300.972549,40.053799,1,1,1,1,2
300.878644,40.054130,1,1,1,1,1
300.434217,40.056818,1,1,1,1,2
308.531424,40.057177,1,1,1,1,1
300.026496,40.058148,1,1,1,2,3
301.052608,40.058330,1,1,1,1,1
309.770659,40.059351,1,1,1,1,1
308.486237,40.059822,1,1,1,1,1
309.549430,40.060355,1,1,1,1,1
301.527667,40.061105,1,1,1,1,1
308.692396,40.061568,1,1,1,1,1
301.313628,40.062107,1,1,1,1,2
300.278377,40.062665,1,1,1,1,1
300.430287,40.064648,1,1,1,1,2
309.188223,40.064800,1,1,1,1,1
308.803445,40.065058,1,1,1,1,2
300.979083,40.065266,1,1,1,1,2
309.232228,40.065982,1,1,1,2,2
309.641356,40.067295,1,1,1,1,1
302.019280,40.071371,1,1,1,1,2
301.299840,40.072045,1,1,1,1,2
302.044553,40.072125,1,1,1,1,2
301.851492,40.072926,1,1,1,1,1
309.226809,40.072967,1,1,1,2,2
301.727441,40.072984,1,2,2,2,2
301.730789,40.073498,1,2,2,2,2
309.846871,40.076138,1,1,1,1,1
309.011968,40.077256,1,1,1,1,2
300.154994,40.077658,1,1,1,1,1
309.501498,40.078051,1,1,1,1,2
302.339328,40.078106,1,1,1,1,1
302.029036,40.078133,1,1,1,1,3
309.154136,40.078460,1,1,1,1,1
301.046320,40.078619,1,1,1,1,1
309.202967,40.080922,1,1,1,1,1
309.601981,40.080994,1,1,1,1,1
300.704545,40.081020,1,1,1,1,1
309.392285,40.081453,1,1,1,1,2
307.651540,40.081765,1,1,1,1,1
300.376454,40.081816,1,1,1,1,1
301.189851,40.081860,1,1,1,1,1
308.136296,40.082706,1,1,1,1,1
302.295522,40.084217,1,1,1,1,1
308.996488,40.085791,1,1,1,1,2
300.742352,40.086227,1,1,1,1,1
309.073145,40.086926,1,1,1,1,1
309.513576,40.087245,1,1,1,1,2
309.964920,40.088061,1,1,1,1,1
308.873891,40.088138,1,1,1,1,3
300.461351,40.088430,1,1,1,1,1
302.108024,40.089038,1,1,1,1,2
302.012055,40.089560,1,1,1,1,1
309.346807,40.089910,1,1,1,1,1
301.330750,40.090706,1,1,1,1,2
301.571637,40.090880,1,1,1,1,1
301.388037,40.091415,1,1,1,1,1
303.032825,40.091473,1,1,1,1,2
302.923791,40.091818,1,1,1,1,2
302.699178,40.092078,1,1,1,1,1
307.109941,40.092131,1,1,1,1,2
302.123761,40.092263,1,1,1,1,2
307.088138,40.092867,1,1,1,2,4
309.631169,40.093675,1,1,1,1,1
308.853352,40.093677,1,1,1,1,2
308.913466,40.093782,1,1,1,1,1
309.390806,40.094046,1,1,1,1,3
300.101851,40.094417,1,1,1,1,1
307.243304,40.094506,1,1,2,2,3
308.536064,40.094603,1,1,1,1,1
307.002203,40.095009,1,1,1,1,1
307.247750,40.095030,1,1,2,2,3
309.752289,40.095137,1,1,1,1,1
307.805668,40.095181,1,1,1,1,1
307.414960,40.095188,1,1,1,1,2
309.993065,40.095549,1,1,1,1,1
300.518861,40.095901,1,1,1,1,2
306.771926,40.096078,1,1,1,1,1
307.767237,40.096203,1,1,1,1,1
301.623224,40.096356,1,1,1,2,2
307.095971,40.096436,1,1,1,2,3
307.691208,40.096437,1,1,1,1,1
300.762748,40.096482,1,1,1,1,1
301.633480,40.096871,1,1,1,2,2
300.533551,40.097198,1,1,1,1,2
309.799091,40.097363,1,1,1,1,1
308.364859,40.097442,1,1,2,3,3
306.599182,40.097739,1,1,1,1,1
302.650683,40.097808,1,1,1,1,1
300.057196,40.097875,1,1,1,1,2
301.173394,40.097934,1,1,1,1,1
307.261427,40.098053,1,1,1,1,3
309.580448,40.098115,1,1,1,1,1
308.892289,40.098991,1,1,1,1,2
308.873989,40.099255,1,1,1,1,3
306.814389,40.099263,1,1,1,2,2
301.120384,40.099946,1,1,1,1,1
308.369265,40.100369,1,1,2,3,3
306.702362,40.101027,1,1,1,1,1
302.930472,40.101041,1,1,1,1,2
303.709262,40.101667,1,1,1,1,1
